, -200632
5120, -5056
5130, -5103
5140, -5161
5160, -5223
5170, -5273
5180, -5330
5200, -5391
5210, -5446
5220, -5500
5240, -5556
5250, -5609
5260, -5667
5280, -5725
5290, -5784
5310, -5849
5320, -5893
5330, -5950
5350, -6015
5360, -6062
5370, -6117
5390, -6182
5400, -6231
5410, -6290
5430, -6352
5440, -6403
5450, -6456
5470, -6513
5480, -6570
5490, -6627
5510, -6684
5520, -6740
5530, -6796
5550, -6854
5560, -6909
5580, -6977
5590, -7020
5600, -7076
5620, -7144
5630, -7193
5640, -7250
5660, -7308
5670, -7361
5680, -7417
5700, -7477
5710, -7532
5720, -7586
5740, -7643
5750, -7699
5760, -7757
5780, -7814
5790, -7868
5810, -7937
5820, -107983
5830, -108050
5850, -108112
5870, -108187
5880, -108244
5900, -108312
5910, -108376
5930, -108443
5940, -108502
5960, -108567
5970, -108633
5990, -108700
6010, -108771
6020, -108829
6040, -108897
6050, -108960
6070, -109025
6080, -109089
6100, -109155
6120, -109231
6130, -109288
6150, -109357
6160, -109413
6180, -109477
6190, -109543
6210, -109606
6220, -109666
6240, -109727
6260, -109798
6270, -109853
6290, -109913
6300, -109967
6320, -110024
6330, -110084
6350, -110145
6360, -110196
6380, -110247
6400, -110305
6410, -110353
6430, -110403
6440, -110444
6460, -110485
6470, -110527
6490, -110570
6510, -110617
6520, -110654
6540, -110700
6550, -110739
6570, -110780
6580, -110819
6600, -110859
6610, -110899
6630, -110937
6650, -110981
6660, -111013
6680, -111057
6690, -111094
6710, -111124
6720, -111150
6740, -111171
6750, -111195
6770, -111215
6790, -111219
6800, -111220
6820, -111220
6830, -111220
6850, -111220
6860, -111220
6880, -111220
6900, -111220
6910, -111220
6930, -111220
6940, -111220
6960, -111220
6970, -111220
6990, -111220
7000, -111220
7020, -111220
7040, -111220
7050, -111231
7070, -111271
7080, -111325
7100, -111396
7110, -111458
7130, -111482
7140, -111485
7160, -111486
7180, -111486
7190, -111486
7210, -111486
7220, -111486
7240, -111486
7250, -111486
7270, -111486
7290, -111486
7300, -111486
7320, -111486
7330, -111486
7350, -111486
7360, -111486
7380, -111486
7390, -111487
7410, -111451
7430, -111392
7440, -111336
7460, -111260
7470, -111201
7490, -111136
7500, -111066
7520, -111004
7530, -110941
7550, -110878
7570, -110807
7580, -110750
7600, -110683
7610, -110622
7630, -110557
7640, -110496
7660, -110430
7680, -110357
7690, -110306
7710, -110235
7720, -110175
7740, -110110
7750, -110049
7770, -109986
7780, -109921
7800, -109855
7820, -109787
7830, -109732
7850, -109660
7860, -109601
7880, -109538
7890, -109475
7910, -109411
7920, -109347
7940, -109283
7960, -109212
7970, -109155
7990, -109090
8000, -109027
8020, -108961
8030, -108902
8050, -108838
8070, -108761
8080, -108708
8100, -108641
8110, -108582
8130, -108517
8140, -108453
8160, -108391
8170, -108327
8190, -108261
8210, -108191
8220, -108135
8240, -108066
8250, -108008
8270, -207944
8280, -207880
8300, -207815
8310, -207753
8330, -207689
8350, -207616
8360, -207558
8380, -207496
8390, -207434
8410, -207369
8420, -207305
8440, -207242
8460, -207168
8470, -207114
8490, -207044
8500, -206987
8520, -206923
8530, -206858
8550, -206796
8560, -206731
8580, -206666
8600, -206597
8610, -206542
8630, -206472
8640, -206412
8660, -206350
8670, -206288
8690, -206221
8700, -206156
8720, -206096
8740, -206025
8750, -205967
8770, -205902
8780, -205840
8800, -205779
8810, -205715
8830, -205649
8850, -205574
8860, -205523
8880, -205453
8890, -205396
8910, -205331
8920, -205265
8940, -205204
8950, -205142
8970, -205077
8990, -205003
9000, -204950
9020, -204885
9030, -204823
9050, -204757
9060, -204695
9080, -204632
9090, -204566
9110, -204505
9130, -204434
9140, -204379
9160, -204312
9170, -204250
9190, -204187
9200, -204121
9220, -204059
9240, -203988
9250, -203933
9270, -203862
9280, -203806
9300, -203744
9310, -203679
9330, -203614
9340, -203550
9360, -203489
9380, -203415
9390, -203359
9410, -203294
9420, -203234
9440, -203168
9450, -203105
9470, -203042
9480, -202979
9500, -202916
9520, -202845
9530, -202790
9550, -202721
9560, -202660
9580, -202599
9590, -202534
9610, -202467
9630, -202398
9640, -202345
9660, -202273
9670, -202214
9690, -202151
9700, -202090
9720, -202025
9730, -201960
9750, -201898
9770, -201825
9780, -201770
9800, -201703
9810, -201642
9830, -201578
9840, -201516
9860, -201452
9870, -201390
9890, -201324
9910, -201254
9920, -201198
9940, -201131
9950, -201067
9970, -201005
9980, -200943
10000, -200873
10020, -200804
10030, -200737
10050, -200668
10070, -200600
10080, -200534
10100, -200462
10120, -200397
10130, -200333
10150, -200260
10170, -200191
10180, -200134
10200, -200126
10220, -200126
10230, -200126
10250, -200126
10270, -200126
10280, -200126
10300, -200126
10320, -200126
10330, -200126
10350, -200126
10370, -200126
10380, -200126
10400, -200126
10420, -200126
10430, -200126
10450, -200126
10470, -200126
10480, -200126
10500, -200126
10520, -200126
10530, -200126
10550, -200126
10570, -200126
10580, -200126
10600, -200126
10620, -200126
10630, -200126
10650, -200126
10670, -200126
10680, -200126
10700, -200126
10720, -200126
10730, -200126
10750, -200126
10770, -200126
10780, -200126
10800, -200126
10820, -200126
10830, -200126
10850, -200126
10860, -200126
10880, -200126
10900, -200126
10910, -200126
10930, -200126
10950, -200126
10960, -200126
10980, -200126
11000, -200126
11010, -200126
11030, -200126
11050, -200126
11060, -200126
11080, -200126
11100, -200126
11110, -200126
11130, -200126
11150, -200126
11160, -200126
11180, -200126
11200, -200126
11210, -200126
