, -200035
5630, -52
5650, -52
5660, -52
5670, -52
5680, -52
5690, -52
5700, -52
5710, -52
5730, -52
5740, -52
5750, -52
5760, -52
5770, -52
5780, -52
5790, -52
5810, -52
5820, -52
5830, -52
5840, -52
5850, -52
5860, -52
5880, -52
5890, -52
5900, -52
5910, -52
5920, -52
5930, -53
5940, -53
5960, -53
5970, -53
5980, -53
5990, -53
6000, -53
6010, -53
6020, -53
6040, -53
6050, -53
6060, -53
6070, -53
6080, -53
6090, -53
6100, -53
6120, -53
6130, -53
6140, -53
6150, -53
6160, -53
6170, -53
6180, -53
6200, -53
6210, -53
6220, -53
6230, -53
6240, -53
6250, -53
6260, -53
6280, -53
6290, -53
6300, -53
6310, -53
6320, -53
6330, -53
6340, -53
6360, -53
6370, -53
6380, -53
6390, -53
6400, -53
6410, -53
6420, -53
6440, -53
6450, -53
6460, -53
6470, -53
6480, -53
6490, -53
6500, -53
6520, -53
6530, -53
6540, -53
6550, -53
6560, -53
6570, -53
6580, -53
6600, -53
6610, -53
6620, -53
6630, -53
6640, -53
6650, -53
6660, -53
6680, -53
6690, -53
6700, -53
6710, -53
6720, -53
6730, -53
6740, -53
6760, -53
6770, -53
6780, -53
6790, -53
6800, -53
6810, -53
6820, -53
6840, -53
6850, -53
6860, -53
6870, -53
6880, -53
6890, -53
6900, -53
6920, -53
6930, -53
6940, -53
6950, -53
6960, -53
6970, -53
6980, -53
7000, -53
7010, -53
7020, -53
7030, -53
7040, -53
7050, -53
7060, -53
7080, -53
7090, -53
7100, -53
7110, -53
7120, -53
7130, -53
7140, -53
7160, -53
7170, -53
7180, -53
7190, -53
7200, -53
7210, -53
7220, -53
7240, -53
7250, -53
7260, -53
7270, -53
7280, -53
7290, -53
7310, -53
7320, -53
7330, -53
7340, -53
7350, -53
7360, -53
7370, -53
7390, -53
7400, -53
7410, -53
7420, -53
7430, -53
7440, -53
7450, -53
7470, -53
7480, -53
7490, -53
7500, -53
7510, -53
7520, -53
7530, -53
7550, -53
7560, -53
7570, -53
7580, -53
7590, -53
7600, -53
7610, -53
7630, -53
7640, -53
7650, -53
7660, -53
7670, -53
7680, -53
7690, -53
7710, -53
7720, -53
7730, -53
7740, -53
7750, -53
7760, -53
7770, -53
7790, -53
7800, -53
7810, -53
7820, -53
7830, -53
7840, -53
7850, -53
7870, -53
7880, -53
7890, -53
7900, -53
7910, -53
7920, -53
7930, -53
7950, -53
7960, -53
7970, -53
7980, -53
7990, -53
8000, -53
8010, -53
8030, -53
8040, -53
8050, -53
8060, -53
8070, -53
8080, -53
8090, -53
8110, -53
8120, -53
8130, -53
8140, -53
8150, -53
8160, -53
8170, -53
8190, -53
8200, -53
8210, -53
8220, -53
8230, -53
8240, -53
8250, -53
8270, -53
8280, -53
8290, -53
8300, -53
8310, -53
8320, -53
8330, -53
8350, -53
8360, -53
8370, -53
8380, -53
8390, -53
8400, -53
8410, -53
8430, -53
8440, -53
8450, -53
8460, -53
8470, -53
8480, -53
8490, -53
8510, -53
8520, -53
8530, -53
8540, -53
8550, -53
8560, -53
8570, -53
8590, -53
8600, -53
8610, -53
8620, -53
8630, -53
8640, -53
8650, -53
8670, -53
8680, -53
8690, -53
8700, -53
8710, -53
8720, -53
8740, -53
8750, -53
8760, -53
8770, -53
8780, -53
8790, -53
8800, -53
8820, -53
8830, -53
8840, -53
8850, -53
8860, -53
8870, -53
8880, -53
8900, -53
8910, -53
8920, -53
8930, -53
8940, -54
8950, -54
8960, -54
8980, -54
8990, -54
9000, -54
9010, -54
9020, -54
9030, -54
9040, -54
9060, -54
9070, -54
9080, -54
9090, -54
9100, -54
9110, -54
9120, -54
9140, -54
9150, -54
9160, -54
9170, -54
9180, -54
9190, -54
9200, -54
9220, -54
9230, -54
9240, -54
9250, -54
9260, -54
9270, -54
9280, -54
9300, -54
9310, -54
9320, -54
9330, -54
9340, -54
9350, -54
9360, -54
9380, -54
9390, -54
9400, -54
9410, -54
9420, -54
9430, -54
9440, -54
9460, -54
9470, -54
9480, -54
9490, -54
9500, -54
9510, -54
9520, -54
9540, -54
9550, -54
9560, -54
9570, -54
9580, -54
9590, -54
9600, -54
9620, -54
9630, -54
9640, -54
9650, -54
9660, -54
9670, -54
9680, -54
9700, -54
9710, -54
9720, -54
9730, -54
9740, -54
9750, -54
9760, -54
9780, -54
9790, -54
9800, -54
9810, -54
9820, -54
9830, -54
9840, -54
9860, -54
9870, -54
9880, -54
9890, -54
9900, -54
9910, -54
9920, -54
9940, -54
9950, -54
9960, -54
9970, -54
9980, -54
9990, -54
10000, -54
10020, -54
10030, -54
10040, -54
10050, -54
10070, -54
10080, -54
10090, -54
10100, -54
10120, -54
10130, -54
10140, -54
10150, -54
10170, -54
10180, -54
10190, -54
10200, -54
10220, -54
10230, -54
10240, -54
10250, -54
10270, -54
10280, -54
10290, -54
10300, -54
10320, -54
10330, -54
10340, -54
10350, -54
10370, -54
10380, -54
10390, -54
10400, -54
10420, -54
10430, -54
10440, -54
10450, -54
10470, -54
10480, -54
10490, -54
10500, -54
10520, -54
10530, -54
10540, -54
10550, -54
10570, -54
10580, -54
10590, -54
10600, -54
10620, -54
10630, -54
10640, -54
10650, -54
10670, -54
10680, -54
10690, -54
10700, -54
10720, -54
10730, -54
10740, -54
10750, -54
10770, -54
10780, -54
10790, -54
10800, -54
10820, -54
10830, -54
10840, -54
10850, -54
10870, -54
10880, -54
10890, -54
10900, -54
10920, -54
10930, -54
10940, -54
10950, -54
10970, -54
10980, -54
10990, -54
11000, -54
11020, -54
11030, -54
11040, -54
11050, -54
11070, -54
11080, -54
11090, -54
11100, -54
11120, -54
11130, -54
11140, -54
11150, -54
11170, -54
11180, -54
11190, -54
11200, -54
11220, -54
11230, -54
11240, -54
11250, -54
11270, -54
11280, -54
11290, -54
11300, -54
11320, -54
11330, -54
11340, -54
11350, -54
11370, -54
11380, -54
11390, -54
11400, -54
11420, -54
11430, -54
11440, -54
11450, -54
11470, -54
11480, -54
11490, -54
11500, -54
11510, -54
11530, -54
11540, -54
11550, -54
11560, -54
11580, -54
11590, -54
11600, -54
11610, -54
11630, -54
11640, -54
11650, -54
11660, -54
11680, -54
11690, -54
11700, -54
11710, -54
11730, -54
11740, -54
11750, -54
11760, -54
11780, -54
11790, -54
11800, -54
11810, -54
11830, -54
11840, -54
11850, -54
11860, -54
11880, -54
11890, -54
11900, -54
11910, -54
11930, -54
11940, -54
11950, -54
11960, -54
11980, -54
11990, -54
12000, -54
12010, -54
12030, -54
12040, -54
12050, -54
12060, -54
12080, -54
12090, -54
12100, -54
12110, -54
12130, -54
12140, -54
12150, -54
12160, -54
12180, -54
12190, -54
12200, -54
12210, -34
12230, -6
12240, -26
12250, -56
12260, -83
12280, -118
12290, -152
12300, -186
12320, -225
12330, -259
12340, -294
12360, -329
12370, -362
12380, -398
12400, -432
12410, -465
12420, -501
12440, -537
12450, -570
12460, -606
12480, -645
12490, -678
12510, -717
12520, -751
12530, -786
12550, -822
12560, -856
12570, -891
12590, -926
12600, -960
12610, -996
12630, -1031
12640, -1069
12660, -1109
12670, -1146
12680, -1183
12700, -1221
12710, -1262
12730, -1301
12740, -1340
12760, -1377
12770, -1414
12790, -1456
12800, -1493
12820, -1534
12830, -1570
12850, -1614
12860, -1651
12870, -1689
12890, -1727
12900, -1766
12920, -1805
12930, -1846
12950, -1883
12960, -1919
12980, -1961
12990, -1998
13010, -2043
13020, -2076
13030, -2114
13050, -2156
13060, -2193
13080, -2233
13090, -2272
13110, -2311
13120, -2352
13140, -2389
13150, -2426
13170, -2469
13180, -2505
13190, -2545
13210, -2582
13220, -2620
13240, -2661
13250, -2700
13270, -2741
13280, -2778
13300, -2817
13310, -102857
13330, -102900
13340, -102946
13360, -102989
13380, -103033
13390, -103077
13410, -103121
13430, -103167
13440, -103212
13460, -103258
13480, -103302
13490, -103348
13510, -103391
13530, -103433
13540, -103478
13560, -103521
13580, -103567
13590, -103610
13610, -103657
13630, -103702
13640, -103749
13660, -103791
13680, -103835
13690, -103880
13710, -103922
13730, -103967
13740, -104011
13760, -104058
13780, -104101
13790, -104147
13810, -104191
13830, -104236
13840, -104280
13860, -104323
13880, -104368
13890, -104412
13910, -104458
13930, -104500
13940, -104546
13960, -104589
13980, -104634
13990, -104677
14010, -104720
14030, -104765
14040, -104807
14060, -104853
14080, -104895
14090, -104938
14110, -104979
14130, -105018
14140, -105058
14160, -105096
14180, -105133
14190, -105169
14210, -105209
14230, -105252
14240, -105289
14260, -105326
14280, -105367
14290, -105404
14310, -105444
14330, -105483
14340, -105518
14360, -105559
14380, -105599
14390, -105638
14410, -105677
14430, -105719
14440, -105759
14460, -105798
14480, -105841
14490, -105877
14510, -105914
14530, -105958
14540, -105993
14560, -106032
14580, -106074
14590, -106110
14610, -106153
14630, -106194
14640, -106231
14660, -106272
14680, -106314
14690, -106353
14710, -106387
14730, -106430
14740, -106468
14760, -106508
14780, -106553
14790, -106586
14810, -106625
14830, -106667
14840, -106703
14860, -106746
14880, -106789
14890, -106825
14910, -106866
14930, -106908
14940, -106944
14960, -106978
14980, -107021
14990, -107060
15010, -107114
15020, -107152
15040, -107189
15060, -107228
15070, -107265
15090, -107305
15110, -107346
15120, -107381
15140, -107421
15160, -107453
15170, -107455
15190, -107456
15210, -107456
15220, -107456
15240, -107455
15260, -107455
15270, -107455
15290, -107455
15310, -107455
15320, -107455
15340, -107455
15360, -107455
15370, -107455
15390, -107455
15410, -107455
15420, -107455
15440, -107455
15460, -107455
15470, -107455
15490, -107455
15510, -107455
15520, -107455
15540, -107455
15560, -107455
15570, -107455
15590, -107455
15610, -107455
15620, -107455
15640, -107455
15660, -107455
15670, -107455
15690, -107455
15710, -107455
15720, -107455
15740, -107455
15760, -107455
15770, -107455
15790, -107455
15810, -107455
15820, -107455
15840, -107455
15860, -107455
15870, -107455
15890, -107455
15910, -107455
15920, -107455
15940, -107455
15960, -107455
15970, -107455
15990, -107455
16010, -107455
16020, -107455
16040, -107455
16060, -107455
16070, -107455
16090, -107455
16110, -107455
16120, -107455
16140, -107455
16160, -107455
16170, -107455
16190, -107455
16210, -107455
16220, -107455
16240, -107455
16260, -107455
16270, -107455
16290, -107455
16310, -107455
16320, -107455
16340, -107455
16360, -107455
16370, -107455
16390, -107455
16410, -107455
16420, -107455
16440, -107455
16460, -107455
16470, -107455
16490, -107455
16510, -107455
16520, -107455
16540, -107455
16560, -107455
16570, -107455
16590, -107455
16610, -107455
16620, -107455
16640, -107455
16660, -107455
16670, -107455
16690, -107455
16710, -107455
16720, -107455
16740, -107455
16760, -107455
16770, -107455
16790, -107455
16810, -107455
16820, -107455
16840, -107455
16860, -107455
16870, -107455
16890, -107455
16910, -107455
16920, -107455
16940, -107446
16960, -107426
16970, -107410
16990, -107393
17010, -107364
17020, -107346
17040, -107318
17060, -107291
17070, -107260
17090, -107227
17100, -107194
17120, -107158
17140, -107115
17150, -107069
17170, -107026
17190, -106982
17200, -106937
17220, -106890
17240, -106844
17250, -106798
17270, -106748
17290, -106699
17300, -106648
17320, -106601
17340, -106551
17350, -106501
17370, -106451
17390, -106404
17400, -106354
17420, -106306
17440, -106255
17450, -106208
17470, -106157
17490, -106108
17500, -106057
17520, -106010
17540, -105960
17550, -105911
17570, -105860
17590, -105814
17600, -105763
17620, -105714
17640, -105664
17650, -105617
17670, -105565
17690, -105517
17700, -105466
17720, -105420
17740, -105368
17750, -105321
17770, -105269
17790, -105225
17800, -105172
17820, -105123
17840, -105072
17850, -105026
17870, -104975
17890, -104926
17900, -104877
17920, -104831
17940, -104780
17950, -104730
17970, -104682
17990, -104634
18000, -104584
18020, -104533
18040, -104485
18050, -104437
18070, -104387
18090, -104337
18100, -104288
18120, -104238
18140, -104188
18150, -104137
18170, -104089
18190, -104039
18200, -103990
18220, -103940
18240, -103892
18250, -103844
18270, -103795
18290, -103743
18300, -103697
18320, -103647
18340, -103596
18350, -103546
18370, -103499
18390, -103448
18400, -103401
18420, -103350
18440, -103301
18450, -103253
18470, -103204
18490, -103151
18500, -103105
18520, -103055
18540, -103004
18550, -102955
18570, -102908
18590, -102855
18600, -202809
18620, -202756
18640, -202709
18650, -202660
18670, -202611
18690, -202557
18700, -202513
18720, -202462
18740, -202411
18750, -202362
18770, -202318
18790, -202263
18800, -202218
18820, -202165
18840, -202117
18850, -202069
18870, -202021
18890, -201965
18900, -201923
18920, -201873
18940, -201821
18950, -201774
18970, -201727
18990, -201671
19000, -201626
19020, -201577
19040, -201524
19050, -201480
19070, -201431
19090, -201376
19100, -201332
19120, -201282
19140, -201227
19150, -201184
19170, -201134
19180, -201086
19200, -201035
19220, -200986
19230, -200936
19250, -200887
19270, -200837
19280, -200790
19300, -200739
19320, -200691
19330, -200640
19350, -200594
19370, -200546
19380, -200501
19400, -200455
19420, -200422
19430, -200418
19450, -200417
19470, -200417
19480, -200417
19500, -200417
19520, -200417
19530, -200417
19550, -200417
19570, -200417
19580, -200417
19600, -200417
19620, -200417
19630, -200417
19650, -200417
19670, -200417
19680, -200417
19700, -200417
19720, -200417
19730, -200417
19750, -200417
19770, -200417
19780, -200417
19800, -200417
19820, -200417
19830, -200417
19850, -200417
19870, -200417
19880, -200408
19900, -200395
19920, -200376
19930, -200359
19950, -200327
19970, -200281
19980, -200237
20000, -200188
20020, -200143
20030, -200098
20050, -200053
20070, -200008
20080, -199959
20100, -199915
20120, -199867
20130, -199826
20150, -199780
20170, -199737
20180, -199691
20200, -199644
20220, -199593
20230, -199539
20250, -199484
20270, -199432
20280, -199382
20300, -199336
20320, -199282
20330, -199240
20350, -199233
20370, -199232
20380, -199232
20400, -199232
20420, -199233
20430, -199233
20450, -199233
20470, -199233
20480, -199233
20500, -199233
20520, -199233
20530, -199233
20550, -199233
20570, -199232
20580, -199232
20600, -199232
20620, -199232
20630, -199232
20650, -199232
20670, -199232
20680, -199232
20700, -199232
20720, -199232
20730, -199232
20750, -199232
20770, -199232
20780, -199232
20800, -199231
20820, -199231
20830, -199231
20850, -199231
20870, -199231
20880, -199231
20900, -199231
20920, -199231
20930, -199231
20950, -199231
20970, -199231
20980, -199231
21000, -199231
21020, -199231
21030, -199231
21050, -199231
21070, -199231
21080, -199231
21100, -199231
21120, -199231
21130, -199231
21150, -199231
21170, -199230
21180, -199230
21200, -199230
21220, -199230
21230, -199230
21250, -199230
21260, -199230
21280, -199230
21300, -199230
21310, -199230
21330, -199230
21350, -199230
21360, -199230
21380, -199230
21400, -199230
21410, -199230
21430, -199230
21450, -199230
21460, -199230
21480, -199230
21500, -199230
21510, -199230
21530, -199230
21550, -199230
21560, -199230
21580, -199230
21600, -199230
21610, -199230
21630, -199230
21650, -199230
21660, -199230
21680, -199230
21700, -199230
21710, -199230
21730, -199230
21750, -199230
21760, -199230
21780, -199229
21800, -199229
21810, -199229
21830, -199229
21850, -199229
21860, -199229
21880, -199229
